"year_of_manufacture","vehicle_type","motive_power","no_vehicles"
"1942","Heavy buses","Hybrid electric",0
"1943","Heavy buses","Hybrid electric",0
"1944","Heavy buses","Hybrid electric",0
"1945","Heavy buses","Hybrid electric",0
"1946","Heavy buses","Hybrid electric",0
"1947","Heavy buses","Hybrid electric",0
"1948","Heavy buses","Hybrid electric",0
"1949","Heavy buses","Hybrid electric",0
"1950","Heavy buses","Hybrid electric",0
"1951","Heavy buses","Hybrid electric",0
"1952","Heavy buses","Hybrid electric",0
"1953","Heavy buses","Hybrid electric",0
"1954","Heavy buses","Hybrid electric",0
"1955","Heavy buses","Hybrid electric",0
"1956","Heavy buses","Hybrid electric",0
"1957","Heavy buses","Hybrid electric",0
"1958","Heavy buses","Hybrid electric",0
"1959","Heavy buses","Hybrid electric",0
"1960","Heavy buses","Hybrid electric",0
"1961","Heavy buses","Hybrid electric",0
"1962","Heavy buses","Hybrid electric",0
"1963","Heavy buses","Hybrid electric",0
"1964","Heavy buses","Hybrid electric",0
"1965","Heavy buses","Hybrid electric",0
"1966","Heavy buses","Hybrid electric",0
"1967","Heavy buses","Hybrid electric",0
"1968","Heavy buses","Hybrid electric",0
"1969","Heavy buses","Hybrid electric",0
"1970","Heavy buses","Hybrid electric",0
"1971","Heavy buses","Hybrid electric",0
"1972","Heavy buses","Hybrid electric",0
"1973","Heavy buses","Hybrid electric",0
"1974","Heavy buses","Hybrid electric",0
"1975","Heavy buses","Hybrid electric",0
"1976","Heavy buses","Hybrid electric",0
"1977","Heavy buses","Hybrid electric",0
"1978","Heavy buses","Hybrid electric",0
"1979","Heavy buses","Hybrid electric",0
"1980","Heavy buses","Hybrid electric",0
"1981","Heavy buses","Hybrid electric",0
"1982","Heavy buses","Hybrid electric",0
"1983","Heavy buses","Hybrid electric",0
"1984","Heavy buses","Hybrid electric",0
"1985","Heavy buses","Hybrid electric",0
"1986","Heavy buses","Hybrid electric",0
"1987","Heavy buses","Hybrid electric",0
"1988","Heavy buses","Hybrid electric",0
"1989","Heavy buses","Hybrid electric",0
"1990","Heavy buses","Hybrid electric",0
"1991","Heavy buses","Hybrid electric",0
"1992","Heavy buses","Hybrid electric",0
"1993","Heavy buses","Hybrid electric",0
"1994","Heavy buses","Hybrid electric",0
"1995","Heavy buses","Hybrid electric",0
"1996","Heavy buses","Hybrid electric",0
"1997","Heavy buses","Hybrid electric",0
"1998","Heavy buses","Hybrid electric",0
"1999","Heavy buses","Hybrid electric",0
"2000","Heavy buses","Hybrid electric",0
"2001","Heavy buses","Hybrid electric",0
"2002","Heavy buses","Hybrid electric",0
"2003","Heavy buses","Hybrid electric",0
"2004","Heavy buses","Hybrid electric",0
"2005","Heavy buses","Hybrid electric",0
"2006","Heavy buses","Hybrid electric",0
"2007","Heavy buses","Hybrid electric",0
"2008","Heavy buses","Hybrid electric",0
"2009","Heavy buses","Hybrid electric",0
"2010","Heavy buses","Hybrid electric",0
"2011","Heavy buses","Hybrid electric",0
"2012","Heavy buses","Hybrid electric",0
"2013","Heavy buses","Hybrid electric",3
"2014","Heavy buses","Hybrid electric",0
"2015","Heavy buses","Hybrid electric",0
"2016","Heavy buses","Hybrid electric",0
"2017","Heavy buses","Hybrid electric",0
"2018","Heavy buses","Hybrid electric",0
"2019","Heavy buses","Hybrid electric",5
"2020","Heavy buses","Hybrid electric",3
"2021","Heavy buses","Hybrid electric",5
"2022","Heavy buses","Hybrid electric",36
"2023","Heavy buses","Hybrid electric",3
"2024","Heavy buses","Hybrid electric",8
"2025","Heavy buses","Hybrid electric",0
"Not stated","Heavy buses","Hybrid electric",0
"1901","Heavy buses","Battery/Fuel-cell electric",0
"1902","Heavy buses","Battery/Fuel-cell electric",0
"1903","Heavy buses","Battery/Fuel-cell electric",0
"1904","Heavy buses","Battery/Fuel-cell electric",0
"1905","Heavy buses","Battery/Fuel-cell electric",0
"1906","Heavy buses","Battery/Fuel-cell electric",0
"1907","Heavy buses","Battery/Fuel-cell electric",0
"1908","Heavy buses","Battery/Fuel-cell electric",0
"1909","Heavy buses","Battery/Fuel-cell electric",0
"1910","Heavy buses","Battery/Fuel-cell electric",0
"1911","Heavy buses","Battery/Fuel-cell electric",0
"1912","Heavy buses","Battery/Fuel-cell electric",0
"1913","Heavy buses","Battery/Fuel-cell electric",0
"1914","Heavy buses","Battery/Fuel-cell electric",0
"1915","Heavy buses","Battery/Fuel-cell electric",0
"1916","Heavy buses","Battery/Fuel-cell electric",0
"1917","Heavy buses","Battery/Fuel-cell electric",0
"1918","Heavy buses","Battery/Fuel-cell electric",0
"1919","Heavy buses","Battery/Fuel-cell electric",0
"1920","Heavy buses","Battery/Fuel-cell electric",0
"1921","Heavy buses","Battery/Fuel-cell electric",0
"1922","Heavy buses","Battery/Fuel-cell electric",0
"1923","Heavy buses","Battery/Fuel-cell electric",0
"1924","Heavy buses","Battery/Fuel-cell electric",0
"1925","Heavy buses","Battery/Fuel-cell electric",0
"1926","Heavy buses","Battery/Fuel-cell electric",0
"1927","Heavy buses","Battery/Fuel-cell electric",0
"1928","Heavy buses","Battery/Fuel-cell electric",0
"1929","Heavy buses","Battery/Fuel-cell electric",0
"1930","Heavy buses","Battery/Fuel-cell electric",0
"1931","Heavy buses","Battery/Fuel-cell electric",0
"1932","Heavy buses","Battery/Fuel-cell electric",0
"1933","Heavy buses","Battery/Fuel-cell electric",0
"1934","Heavy buses","Battery/Fuel-cell electric",0
"1935","Heavy buses","Battery/Fuel-cell electric",0
"1936","Heavy buses","Battery/Fuel-cell electric",0
"1937","Heavy buses","Battery/Fuel-cell electric",0
"1938","Heavy buses","Battery/Fuel-cell electric",0
"1939","Heavy buses","Battery/Fuel-cell electric",0
"1940","Heavy buses","Battery/Fuel-cell electric",0
"1941","Heavy buses","Battery/Fuel-cell electric",0
"1942","Heavy buses","Battery/Fuel-cell electric",0
"1943","Heavy buses","Battery/Fuel-cell electric",0
"1944","Heavy buses","Battery/Fuel-cell electric",0
"1945","Heavy buses","Battery/Fuel-cell electric",0
"1946","Heavy buses","Battery/Fuel-cell electric",0
"1947","Heavy buses","Battery/Fuel-cell electric",0
"1948","Heavy buses","Battery/Fuel-cell electric",0
"1949","Heavy buses","Battery/Fuel-cell electric",0
"1950","Heavy buses","Battery/Fuel-cell electric",0
"1951","Heavy buses","Battery/Fuel-cell electric",0
"1952","Heavy buses","Battery/Fuel-cell electric",0
"1953","Heavy buses","Battery/Fuel-cell electric",0
"1954","Heavy buses","Battery/Fuel-cell electric",0
"1955","Heavy buses","Battery/Fuel-cell electric",0
"1956","Heavy buses","Battery/Fuel-cell electric",0
"1957","Heavy buses","Battery/Fuel-cell electric",0
"1958","Heavy buses","Battery/Fuel-cell electric",0
"1959","Heavy buses","Battery/Fuel-cell electric",0
"1960","Heavy buses","Battery/Fuel-cell electric",0
"1961","Heavy buses","Battery/Fuel-cell electric",0
"1962","Heavy buses","Battery/Fuel-cell electric",0
"1963","Heavy buses","Battery/Fuel-cell electric",0
"1964","Heavy buses","Battery/Fuel-cell electric",0
"1965","Heavy buses","Battery/Fuel-cell electric",0
"1966","Heavy buses","Battery/Fuel-cell electric",0
"1967","Heavy buses","Battery/Fuel-cell electric",0
"1968","Heavy buses","Battery/Fuel-cell electric",0
"1969","Heavy buses","Battery/Fuel-cell electric",0
"1970","Heavy buses","Battery/Fuel-cell electric",0
"1971","Heavy buses","Battery/Fuel-cell electric",0
"1972","Heavy buses","Battery/Fuel-cell electric",0
"1973","Heavy buses","Battery/Fuel-cell electric",0
"1974","Heavy buses","Battery/Fuel-cell electric",0
"1975","Heavy buses","Battery/Fuel-cell electric",0
"1976","Heavy buses","Battery/Fuel-cell electric",0
"1977","Heavy buses","Battery/Fuel-cell electric",0
"1978","Heavy buses","Battery/Fuel-cell electric",0
"1979","Heavy buses","Battery/Fuel-cell electric",0
"1980","Heavy buses","Battery/Fuel-cell electric",0
"1981","Heavy buses","Battery/Fuel-cell electric",0
"1982","Heavy buses","Battery/Fuel-cell electric",0
"1983","Heavy buses","Battery/Fuel-cell electric",0
"1984","Heavy buses","Battery/Fuel-cell electric",0
"1985","Heavy buses","Battery/Fuel-cell electric",0
"1986","Heavy buses","Battery/Fuel-cell electric",0
"1987","Heavy buses","Battery/Fuel-cell electric",0
"1988","Heavy buses","Battery/Fuel-cell electric",0
"1989","Heavy buses","Battery/Fuel-cell electric",0
"1990","Heavy buses","Battery/Fuel-cell electric",0
"1991","Heavy buses","Battery/Fuel-cell electric",0
"1992","Heavy buses","Battery/Fuel-cell electric",0
"1993","Heavy buses","Battery/Fuel-cell electric",0
"1994","Heavy buses","Battery/Fuel-cell electric",0
"1995","Heavy buses","Battery/Fuel-cell electric",0
"1996","Heavy buses","Battery/Fuel-cell electric",0
"1997","Heavy buses","Battery/Fuel-cell electric",0
"1998","Heavy buses","Battery/Fuel-cell electric",0
"1999","Heavy buses","Battery/Fuel-cell electric",0
"2000","Heavy buses","Battery/Fuel-cell electric",0
"2001","Heavy buses","Battery/Fuel-cell electric",0
"2002","Heavy buses","Battery/Fuel-cell electric",0
"2003","Heavy buses","Battery/Fuel-cell electric",0
"2004","Heavy buses","Battery/Fuel-cell electric",0
"2005","Heavy buses","Battery/Fuel-cell electric",0
"2006","Heavy buses","Battery/Fuel-cell electric",0
"2007","Heavy buses","Battery/Fuel-cell electric",0
"2008","Heavy buses","Battery/Fuel-cell electric",0
"2009","Heavy buses","Battery/Fuel-cell electric",0
"2010","Heavy buses","Battery/Fuel-cell electric",0
"2011","Heavy buses","Battery/Fuel-cell electric",0
"2012","Heavy buses","Battery/Fuel-cell electric",0
"2013","Heavy buses","Battery/Fuel-cell electric",0
"2014","Heavy buses","Battery/Fuel-cell electric",0
"2015","Heavy buses","Battery/Fuel-cell electric",0
"2016","Heavy buses","Battery/Fuel-cell electric",6
"2017","Heavy buses","Battery/Fuel-cell electric",0
"2018","Heavy buses","Battery/Fuel-cell electric",12
"2019","Heavy buses","Battery/Fuel-cell electric",9
"2020","Heavy buses","Battery/Fuel-cell electric",3
"2021","Heavy buses","Battery/Fuel-cell electric",115
